game_id,market_moneyline_home,market_moneyline_away
2025_01_DAL_PHI,-425,330
2025_01_KC_LAC,145,-175
2025_01_TB_ATL,-105,-115
2025_01_CIN_CLE,195,-238
2025_01_MIA_IND,-112,-108
2025_01_CAR_JAX,-205,170
2025_01_LV_NE,-155,130
2025_01_ARI_NO,220,-270
2025_01_PIT_NYJ,130,-155
2025_01_NYG_WAS,-298,240
2025_01_TEN_DEN,-455,350
2025_01_SF_SEA,114,-135
2025_01_DET_GB,-120,100
2025_01_HOU_LA,-166,140
2025_01_BAL_BUF,110,-130
2025_01_MIN_CHI,-108,-112
